start;end;shorthand;extended;majmin;majmin_inv
0.26;2.54;"E:maj";"E:(3,5)";"E:maj";"E:maj"
2.54;5.66;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
5.66;7.82;"E:maj";"E:(3,5)";"E:maj";"E:maj"
7.82;9.48;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
9.48;10.08;"G#:(3,5,b7,b9)/C";"G#:(3,5,b7,b9)/C";"G#:maj";"G#:maj/C"
10.08;11.88;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
11.88;12.22;"C#:(3,5,b7,b9)/B";"C#:(3,5,b7,b9)/B";"C#:maj";"C#:maj/B"
12.22;13.9;"F#:min/A";"F#:(b3,5)/A";"F#:min";"F#:min/A"
13.9;15.26;"F#:min7";"F#:(b3,5,b7)";"F#:min";"F#:min"
15.26;22.9;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
22.9;31.7;"E:maj";"E:(3,5)";"E:maj";"E:maj"
31.7;35.24;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
35.24;36.6;"E:maj";"E:(3,5)";"E:maj";"E:maj"
36.6;38.7;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
38.7;45.46;"E:maj";"E:(3,5)";"E:maj";"E:maj"
45.46;48.98;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
48.98;52.58;"E:maj";"E:(3,5)";"E:maj";"E:maj"
52.58;55.02;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
55.02;55.68;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
55.68;58.92;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
58.92;61.28;"A:maj";"A:(3,5)";"A:maj";"A:maj"
61.28;62.28;"E:maj";"E:(3,5)";"E:maj";"E:maj"
62.28;66.1;"B:maj";"B:(3,5)";"B:maj";"B:maj"
66.1;68.84;"F#:7/A#";"F#:(3,5,b7)/A#";"F#:maj";"F#:maj/A#"
68.84;69.5;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
69.5;75.3;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
75.3;77.76;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
77.76;82.5;"E:maj";"E:(3,5)";"E:maj";"E:maj"
82.5;85.04;"E:min";"E:(b3,5)";"E:min";"E:min"
85.04;88.34;"B:maj";"B:(3,5)";"B:maj";"B:maj"
88.34;90.74;"E:min";"E:(b3,5)";"E:min";"E:min"
90.74;94.78;"B:maj";"B:(3,5)";"B:maj";"B:maj"
94.78;101.12;"E:min";"E:(b3,5)";"E:min";"E:min"
101.12;104.36;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
104.36;114.14;"E:min";"E:(b3,5)";"E:min";"E:min"
114.14;117.62;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
117.62;121.5;"E:min";"E:(b3,5)";"E:min";"E:min"
121.5;124.92;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
124.92;128.84;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
128.84;130.72;"A:maj/B";"A:(3,5)/B";"A:maj";"A:maj/B"
130.72;131.82;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
131.82;135.8;"B:maj";"B:(3,5)";"B:maj";"B:maj"
135.8;139.34;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
139.34;144.94;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
144.94;147.44;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
147.44;152.44;"E:maj";"E:(3,5)";"E:maj";"E:maj"
152.44;152.86;"C:maj";"C:(3,5)";"C:maj";"C:maj"
152.86;153.18;"B:(3,5,b9)/C";"B:(3,5,b9)/C";"B:maj";"B:maj/C"
153.18;153.52;"C:maj";"C:(3,5)";"C:maj";"C:maj"
153.52;153.86;"F#:(3,b5,b9)/C";"F#:(3,b5,b9)/C";"F#:maj";"F#:maj/C"
153.86;154.18;"B:maj/C";"B:(3,5)/C";"B:maj";"B:maj/C"
154.18;154.52;"C:maj";"C:(3,5)";"C:maj";"C:maj"
154.52;156.82;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
156.82;157.16;"C:maj";"C:(3,5)";"C:maj";"C:maj"
157.16;157.48;"B:(3,5,b9)/C";"B:(3,5,b9)/C";"B:maj";"B:maj/C"
157.48;157.82;"C:maj";"C:(3,5)";"C:maj";"C:maj"
157.82;158.16;"F#:(3,b5,b9)/C";"F#:(3,b5,b9)/C";"F#:maj";"F#:maj/C"
158.16;158.52;"B:maj/C";"B:(3,5)/C";"B:maj";"B:maj/C"
158.52;159;"C:maj";"C:(3,5)";"C:maj";"C:maj"
159;159.46;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
159.46;159.8;"C:maj";"C:(3,5)";"C:maj";"C:maj"
159.8;163.14;"B:(3,5,b7,b9)";"B:(3,5,b7,b9)";"B:maj";"B:maj"
163.14;163.48;"C:maj";"C:(3,5)";"C:maj";"C:maj"
163.48;163.8;"F:min";"F:(b3,5)";"F:min";"F:min"
163.8;164.14;"C:maj";"C:(3,5)";"C:maj";"C:maj"
164.14;164.58;"F:min";"F:(b3,5)";"F:min";"F:min"
164.58;164.9;"C:maj";"C:(3,5)";"C:maj";"C:maj"
164.9;165.24;"F:min";"F:(b3,5)";"F:min";"F:min"
165.24;165.58;"C:maj";"C:(3,5)";"C:maj";"C:maj"
165.58;165.9;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
165.9;166.26;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
166.26;166.6;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
166.6;167.08;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
167.08;167.42;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
167.42;167.76;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
167.76;168.08;"F#:(b5,b7)/C";"F#:(b5,b7)/C";"F#:maj";"F#:maj/C"
168.08;168.42;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
