start;end;shorthand;extended;majmin;majmin_inv
0.32;8.2;"B:maj";"B:(3,5)";"B:maj";"B:maj"
8.2;9.1;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
9.1;9.54;"B:maj";"B:(3,5)";"B:maj";"B:maj"
9.54;10.44;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
10.44;10.96;"B:maj";"B:(3,5)";"B:maj";"B:maj"
10.96;11.6;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
11.6;12.32;"B:maj";"B:(3,5)";"B:maj";"B:maj"
12.32;12.96;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
12.96;13.76;"B:maj";"B:(3,5)";"B:maj";"B:maj"
13.76;14.66;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
14.66;15.04;"B:maj";"B:(3,5)";"B:maj";"B:maj"
15.04;15.58;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
15.58;16.48;"B:maj";"B:(3,5)";"B:maj";"B:maj"
16.48;19.24;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
19.24;22.02;"A:maj";"A:(3,5)";"A:maj";"A:maj"
22.02;23.44;"C#:7/G#";"C#:(3,5,b7)/G#";"C#:maj";"C#:maj/G#"
23.44;24.9;"G:(3,5,#6)";"G:(3,5,#6)";"G:maj";"G:maj"
24.9;28.28;"B:maj";"B:(3,5)";"B:maj";"B:maj"
28.28;29;"G#:(3,5,b7,b9)";"G#:(3,5,b7,b9)";"G#:maj";"G#:maj"
29;29.68;"C#:min/F#";"C#:(b3,5)/F#";"C#:min";"C#:min/F#"
29.68;30.52;"E:maj/F#";"E:(3,5)/F#";"E:maj";"E:maj/F#"
30.52;31.9;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
31.9;36.3;"B:maj";"B:(3,5)";"B:maj";"B:maj"
36.3;40.64;"B:min";"B:(b3,5)";"B:min";"B:min"
40.64;40.94;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
40.94;42.32;"A:maj";"A:(3,5)";"A:maj";"A:maj"
42.32;43.24;"A:maj";"A:(3,5)";"A:maj";"A:maj"
43.24;44.36;"E:(3,b5,b7,b9)/A#";"E:(3,b5,b7,b9)/A#";"E:maj";"E:maj/A#"
44.36;45.98;"A:maj";"A:(3,5)";"A:maj";"A:maj"
45.98;47.58;"D:maj";"D:(3,5)";"D:maj";"D:maj"
47.58;49.18;"F:dim7/D";"F:(b3,b5,bb7)/D";"F:min";"F:min/D"
49.18;50.62;"D:maj";"D:(3,5)";"D:maj";"D:maj"
50.62;52.2;"F:dim7/D";"F:(b3,b5,bb7)/D";"F:min";"F:min/D"
52.2;53.56;"D:maj";"D:(3,5)";"D:maj";"D:maj"
53.56;53.78;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
53.78;55.16;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
55.16;56.6;"B:maj";"B:(3,5)";"B:maj";"B:maj"
56.6;58.08;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
58.08;59.54;"B:maj";"B:(3,5)";"B:maj";"B:maj"
59.54;61;"F#:9";"F#:(3,5,b7,9)";"F#:maj";"F#:maj"
61;62.44;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
62.44;63.8;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
65.34;65.34;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
65.34;73.26;"B:maj";"B:(3,5)";"B:maj";"B:maj"
73.26;74.16;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
74.16;74.56;"B:maj";"B:(3,5)";"B:maj";"B:maj"
74.56;75.24;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
75.24;75.94;"B:maj";"B:(3,5)";"B:maj";"B:maj"
75.94;76.6;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
76.6;77.34;"B:maj";"B:(3,5)";"B:maj";"B:maj"
77.34;77.98;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
77.98;78.88;"B:maj";"B:(3,5)";"B:maj";"B:maj"
78.88;79.28;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
79.28;80.18;"B:maj";"B:(3,5)";"B:maj";"B:maj"
80.18;80.66;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
80.66;81.56;"B:maj";"B:(3,5)";"B:maj";"B:maj"
81.56;83.04;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
83.04;87.3;"A:maj";"A:(3,5)";"A:maj";"A:maj"
87.3;88.74;"C#:7/G#";"C#:(3,5,b7)/G#";"C#:maj";"C#:maj/G#"
88.74;90.16;"G:(3,5,#6)";"G:(3,5,#6)";"G:maj";"G:maj"
90.16;93.6;"B:maj";"B:(3,5)";"B:maj";"B:maj"
93.6;94.38;"G#:(3,5,b7,b9)";"G#:(3,5,b7,b9)";"G#:maj";"G#:maj"
94.38;95.06;"C#:min/F#";"C#:(b3,5)/F#";"C#:min";"C#:min/F#"
95.06;95.96;"E:maj/F#";"E:(3,5)/F#";"E:maj";"E:maj/F#"
95.96;97.36;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
97.36;101.7;"B:maj";"B:(3,5)";"B:maj";"B:maj"
