start;end;shorthand;extended;majmin;majmin_inv
0.34;0.82;"A:min";"A:(b3,5)";"A:min";"A:min"
0.82;1.32;"E:7/B";"E:(3,5,b7)/B";"E:maj";"E:maj/B"
1.32;1.84;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
1.84;3;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
3;3.6;"D:min";"D:(b3,5)";"D:min";"D:min"
3.6;4.64;"B:hdim7";"B:(b3,b5,b7)";"B:min";"B:min"
4.64;5.64;"A:min";"A:(b3,5)";"A:min";"A:min"
5.64;6.26;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
6.26;7.18;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
7.18;8.18;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
8.18;8.68;"F:maj";"F:(3,5)";"F:maj";"F:maj"
8.68;9.76;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
9.76;10.26;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
10.26;10.76;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
10.76;13.34;"A:min";"A:(b3,5)";"A:min";"A:min"
13.34;14.58;"A:min";"A:(b3,5)";"A:min";"A:min"
14.58;15.08;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
15.08;16.08;"A:min";"A:(b3,5)";"A:min";"A:min"
16.08;16.58;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
16.58;17.76;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
17.76;18.76;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
18.76;19.78;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
19.78;21.22;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
21.22;24.02;"A:min";"A:(b3,5)";"A:min";"A:min"
24.02;25.14;"A:min";"A:(b3,5)";"A:min";"A:min"
25.14;25.64;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
25.64;26.62;"A:min";"A:(b3,5)";"A:min";"A:min"
26.62;27.24;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
27.24;28.18;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
28.18;29.18;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
29.18;35.58;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
35.58;36.12;"G:(3,5,b7,b9)/F";"G:(3,5,b7,b9)/F";"G:maj";"G:maj/F"
36.12;36.62;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
36.62;36.88;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
36.88;36.98;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
36.98;38.16;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
38.16;38.66;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
38.66;39.2;"C:maj";"C:(3,5)";"C:maj";"C:maj"
39.2;39.7;"G:aug/B";"G:(3,#5)/B";"G:maj";"G:maj/B"
39.7;40.2;"C:maj";"C:(3,5)";"C:maj";"C:maj"
40.2;40.7;"G:aug/B";"G:(3,#5)/B";"G:maj";"G:maj/B"
40.7;41.78;"C:maj";"C:(3,5)";"C:maj";"C:maj"
41.78;42.28;"G:aug/B";"G:(3,#5)/B";"G:maj";"G:maj/B"
42.28;42.78;"C:maj";"C:(3,5)";"C:maj";"C:maj"
42.78;43.28;"G:aug/B";"G:(3,#5)/B";"G:maj";"G:maj/B"
43.28;44.32;"C:maj";"C:(3,5)";"C:maj";"C:maj"
44.32;44.82;"G:aug/B";"G:(3,#5)/B";"G:maj";"G:maj/B"
44.82;45.32;"C:maj";"C:(3,5)";"C:maj";"C:maj"
45.32;45.82;"E:(3,5,b7,b9)/D";"E:(3,5,b7,b9)/D";"E:maj";"E:maj/D"
45.82;46.32;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
46.32;47.3;"E:(3,5,b7,b9)/D";"E:(3,5,b7,b9)/D";"E:maj";"E:maj/D"
47.3;49.26;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
49.26;49.76;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
49.76;50.62;"D:maj";"D:(3,5)";"D:maj";"D:maj"
50.62;51.12;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
51.12;51.64;"D:maj";"D:(3,5)";"D:maj";"D:maj"
51.64;52.14;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
52.14;52.94;"D:maj";"D:(3,5)";"D:maj";"D:maj"
52.94;53.44;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
53.44;54.12;"D:maj";"D:(3,5)";"D:maj";"D:maj"
54.12;54.62;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
54.62;55.12;"D:maj";"D:(3,5)";"D:maj";"D:maj"
55.12;55.66;"A#:dim7/E";"A#:(b3,b5,bb7)/E";"A#:min";"A#:min/E"
55.66;56.16;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
56.16;57.18;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
57.18;58.38;"B:maj";"B:(3,5)";"B:maj";"B:maj"
58.38;58.88;"B:min";"B:(b3,5)";"B:min";"B:min"
58.88;59.48;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
59.48;60.58;"F:maj";"F:(3,5)";"F:maj";"F:maj"
60.58;61.08;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
61.08;61.6;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
61.6;62.1;"E:maj";"E:(3,5)";"E:maj";"E:maj"
62.1;62.6;"A:min";"A:(b3,5)";"A:min";"A:min"
62.6;63.1;"E:maj/G#";"E:(3,5)/G#";"E:maj";"E:maj/G#"
63.1;64.8;"A:min";"A:(b3,5)";"A:min";"A:min"
64.8;65.34;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
65.34;66.5;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
66.5;67.5;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
67.5;68.96;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
68.96;70.04;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
70.04;71.9;"A:min";"A:(b3,5)";"A:min";"A:min"
71.9;72.4;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
72.4;73.38;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
73.38;73.88;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
73.88;74.38;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
74.38;74.88;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
74.88;75.72;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
75.72;76.34;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
76.34;76.84;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
76.84;77.34;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
77.34;78.34;"D:min";"D:(b3,5)";"D:min";"D:min"
78.34;78.84;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
78.84;79.72;"B:hdim7/F";"B:(b3,b5,b7)/F";"B:min";"B:min/F"
79.72;81.08;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
81.08;82.12;"E:maj";"E:(3,5)";"E:maj";"E:maj"
82.12;84.74;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
84.74;85.74;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
85.74;86.28;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
86.28;86.78;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
86.78;87.28;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
87.28;88.06;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
88.06;88.8;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
88.8;89.3;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
89.3;89.8;"A:maj/E";"A:(3,5)/E";"A:maj";"A:maj/E"
89.8;91.04;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
91.04;91.54;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
91.54;92.54;"D#:dim7";"D#:(b3,b5,bb7)";"D#:min";"D#:min"
92.54;94.32;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
94.32;95.32;"E:maj";"E:(3,5)";"E:maj";"E:maj"
95.32;96.52;"A:min";"A:(b3,5)";"A:min";"A:min"
96.52;97.02;"E:7/B";"E:(3,5,b7)/B";"E:maj";"E:maj/B"
97.02;97.52;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
97.52;98.02;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
98.02;99.22;"D:min";"D:(b3,5)";"D:min";"D:min"
99.22;99.72;"B:hdim7";"B:(b3,b5,b7)";"B:min";"B:min"
99.72;100.72;"A:min";"A:(b3,5)";"A:min";"A:min"
100.72;101.6;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
101.6;102.32;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
102.32;103.32;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
103.32;103.82;"F:maj";"F:(3,5)";"F:maj";"F:maj"
103.82;105.26;"D:min";"D:(b3,5)";"D:min";"D:min"
105.26;105.76;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
105.76;106.26;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
106.26;115.84;"A:min";"A:(b3,5)";"A:min";"A:min"
