start;end;shorthand;extended;majmin;majmin_inv
2.56;9.24;"G:min(*3)";"G:(b3,5,*3)";"G:min";"G:min"
9.24;12.38;"G:min";"G:(b3,5)";"G:min";"G:min"
12.38;15.04;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
15.04;16.26;"G:min";"G:(b3,5)";"G:min";"G:min"
16.26;18.42;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
18.42;21.04;"G:min";"G:(b3,5)";"G:min";"G:min"
21.04;22.32;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
22.32;24.34;"G:min";"G:(b3,5)";"G:min";"G:min"
24.34;25.64;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
25.64;37.02;"G:min";"G:(b3,5)";"G:min";"G:min"
37.02;39.76;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
39.76;49.12;"G:min";"G:(b3,5)";"G:min";"G:min"
49.12;52.06;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
52.06;53.94;"G:min";"G:(b3,5)";"G:min";"G:min"
53.94;55.14;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
55.14;55.76;"G:min";"G:(b3,5)";"G:min";"G:min"
55.76;58.44;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
58.44;61.12;"G:min";"G:(b3,5)";"G:min";"G:min"
61.12;61.72;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
61.72;66.6;"G:min";"G:(b3,5)";"G:min";"G:min"
66.6;67.54;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
67.54;67.94;"G:min";"G:(b3,5)";"G:min";"G:min"
67.94;71.38;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
71.38;74.14;"G:min";"G:(b3,5)";"G:min";"G:min"
74.14;74.78;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
74.78;91.26;"G:min";"G:(b3,5)";"G:min";"G:min"
91.26;92;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
92;94.7;"G:min";"G:(b3,5)";"G:min";"G:min"
94.7;96.12;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
96.12;107.9;"G:min";"G:(b3,5)";"G:min";"G:min"
107.9;110.8;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
110.8;120.54;"G:min";"G:(b3,5)";"G:min";"G:min"
120.54;123.3;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
123.3;126.02;"G:min";"G:(b3,5)";"G:min";"G:min"
126.02;126.62;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
126.62;127.22;"G:min";"G:(b3,5)";"G:min";"G:min"
127.22;130.26;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
130.26;132.98;"G:min";"G:(b3,5)";"G:min";"G:min"
132.98;133.62;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
133.62;138.96;"G:min";"G:(b3,5)";"G:min";"G:min"
138.96;139.82;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
139.82;140.24;"G:min";"G:(b3,5)";"G:min";"G:min"
140.24;143.38;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
143.38;146.24;"G:min";"G:(b3,5)";"G:min";"G:min"
146.24;146.98;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
146.98;163.66;"G:min";"G:(b3,5)";"G:min";"G:min"
163.66;164.54;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
164.54;167.28;"G:min";"G:(b3,5)";"G:min";"G:min"
167.28;168.68;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
168.68;171.08;"G:min";"G:(b3,5)";"G:min";"G:min"
171.08;172.24;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
172.24;174.86;"G:min";"G:(b3,5)";"G:min";"G:min"
174.86;176.34;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
176.34;182.3;"G:min";"G:(b3,5)";"G:min";"G:min"
182.3;185.68;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
185.68;186.34;"G:min";"G:(b3,5)";"G:min";"G:min"
186.34;189.8;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
189.8;198.52;"G:min";"G:(b3,5)";"G:min";"G:min"
198.52;205.02;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
205.02;209.56;"G:min";"G:(b3,5)";"G:min";"G:min"
