start;end;shorthand;extended;majmin;majmin_inv
1.74;4.44;"G:maj";"G:(3,5)";"G:maj";"G:maj"
4.44;6.28;"E:min";"E:(b3,5)";"E:min";"E:min"
6.28;6.64;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
6.64;7.54;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
7.54;8.84;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
8.84;11.4;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.4;13.6;"G:maj";"G:(3,5)";"G:maj";"G:maj"
13.6;15.86;"E:min";"E:(b3,5)";"E:min";"E:min"
15.86;17.22;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
17.22;18.12;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
18.12;20.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
20.22;22.46;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
22.46;24.54;"G:maj";"G:(3,5)";"G:maj";"G:maj"
24.54;25.5;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
25.5;26.66;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
26.66;28.94;"G:maj";"G:(3,5)";"G:maj";"G:maj"
28.94;30;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
30;31.22;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
31.22;33.86;"G:maj";"G:(3,5)";"G:maj";"G:maj"
33.86;34.64;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
34.64;35.5;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
35.5;35.94;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
35.94;36.24;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
36.24;36.9;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
36.9;37.52;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
37.52;38.18;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
38.18;38.78;"C:min";"C:(b3,5)";"C:min";"C:min"
38.78;39.08;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
39.08;39.62;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
39.62;40.18;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
40.18;41.02;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
41.02;41.46;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
41.46;41.76;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
41.76;42.14;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
42.14;42.44;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
42.44;43.24;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
43.24;43.92;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
43.92;44.2;"G:min";"G:(b3,5)";"G:min";"G:min"
44.2;44.5;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
44.5;45.4;"G:min";"G:(b3,5)";"G:min";"G:min"
45.4;46.98;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
46.98;47.5;"G:min";"G:(b3,5)";"G:min";"G:min"
47.5;47.74;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
47.74;48.52;"G:min";"G:(b3,5)";"G:min";"G:min"
48.52;50.18;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
50.18;54.76;"G:min";"G:(b3,5)";"G:min";"G:min"
54.76;58.56;"G:maj";"G:(3,5)";"G:maj";"G:maj"
58.56;61.32;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
61.32;62.62;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
62.62;64.34;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
64.34;66.36;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
66.36;66.7;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
66.7;67.56;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
67.56;69.84;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
69.84;70.98;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
70.98;74.1;"G:maj";"G:(3,5)";"G:maj";"G:maj"
74.1;77.12;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
77.12;80.44;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
80.44;83.9;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
83.9;87.2;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
87.2;90.6;"C:min";"C:(b3,5)";"C:min";"C:min"
90.6;94.06;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
94.06;97.62;"C:min";"C:(b3,5)";"C:min";"C:min"
97.62;101.18;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
101.18;104.4;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
104.4;106.02;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
106.02;113.78;"G:min";"G:(b3,5)";"G:min";"G:min"
113.78;118.08;"G:maj";"G:(3,5)";"G:maj";"G:maj"
118.08;120.34;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
120.34;121.26;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
121.26;122.54;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
122.54;125.02;"G:maj";"G:(3,5)";"G:maj";"G:maj"
125.02;127.32;"G:maj";"G:(3,5)";"G:maj";"G:maj"
