start;end;shorthand;extended;majmin;majmin_inv
0.66;1.26;"A:maj";"A:(3,5)";"A:maj";"A:maj"
1.26;3.08;"D:min";"D:(b3,5)";"D:min";"D:min"
3.08;3.56;"A:maj";"A:(3,5)";"A:maj";"A:maj"
3.56;5.02;"D:min";"D:(b3,5)";"D:min";"D:min"
5.02;6.02;"A:maj";"A:(3,5)";"A:maj";"A:maj"
6.02;7.42;"D:min";"D:(b3,5)";"D:min";"D:min"
7.42;9.04;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
9.04;9.12;"A#:(3,#5,7)/A";"A#:(3,#5,7)/A";"A#:maj";"A#:maj/A"
9.12;9.88;"G:min";"G:(b3,5)";"G:min";"G:min"
9.88;10.88;"G:hdim7/F";"G:(b3,b5,b7)/F";"G:min";"G:min/F"
10.88;11.78;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
11.78;12.68;"C:maj";"C:(3,5)";"C:maj";"C:maj"
12.68;13.28;"F:maj";"F:(3,5)";"F:maj";"F:maj"
13.28;14.48;"G:min";"G:(b3,5)";"G:min";"G:min"
14.48;15.76;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
15.76;18.38;"A:maj";"A:(3,5)";"A:maj";"A:maj"
18.38;19.66;"D:min";"D:(b3,5)";"D:min";"D:min"
19.66;20.62;"A:maj";"A:(3,5)";"A:maj";"A:maj"
20.62;22.88;"D:min";"D:(b3,5)";"D:min";"D:min"
22.88;22.9;"A:maj";"A:(3,5)";"A:maj";"A:maj"
22.9;24.98;"D:min";"D:(b3,5)";"D:min";"D:min"
24.98;25.14;"A:maj";"A:(3,5)";"A:maj";"A:maj"
25.14;26.36;"D:min";"D:(b3,5)";"D:min";"D:min"
26.36;28.36;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
28.36;29.36;"A#:(3,#5,7)/A";"A#:(3,#5,7)/A";"A#:maj";"A#:maj/A"
29.36;29.6;"G:min";"G:(b3,5)";"G:min";"G:min"
29.6;29.8;"G:hdim7/F";"G:(b3,b5,b7)/F";"G:min";"G:min/F"
29.8;30.74;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
30.74;32.2;"C:maj";"C:(3,5)";"C:maj";"C:maj"
32.2;34.28;"F:maj";"F:(3,5)";"F:maj";"F:maj"
34.28;34.54;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
34.54;35.8;"F:maj";"F:(3,5)";"F:maj";"F:maj"
35.8;36.8;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
36.8;39.04;"F:maj";"F:(3,5)";"F:maj";"F:maj"
39.04;39.26;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
39.26;41.42;"F:maj";"F:(3,5)";"F:maj";"F:maj"
41.42;41.5;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
41.5;43.34;"F:maj";"F:(3,5)";"F:maj";"F:maj"
43.34;43.98;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
43.98;46.2;"F:maj";"F:(3,5)";"F:maj";"F:maj"
46.2;47.04;"C#:dim7";"C#:(b3,b5,bb7)";"C#:min";"C#:min"
47.04;47.98;"D:maj";"D:(3,5)";"D:maj";"D:maj"
47.98;48.44;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
48.44;50.06;"A:maj";"A:(3,5)";"A:maj";"A:maj"
50.06;50.6;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
50.6;51.42;"A:maj";"A:(3,5)";"A:maj";"A:maj"
51.42;52.76;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
52.76;54.52;"A:maj";"A:(3,5)";"A:maj";"A:maj"
54.52;55.04;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
