start;end;shorthand;extended;majmin;majmin_inv
0.22;0.86;"A:maj";"A:(3,5)";"A:maj";"A:maj"
0.86;2.7;"D:min";"D:(b3,5)";"D:min";"D:min"
2.7;3.28;"A:maj";"A:(3,5)";"A:maj";"A:maj"
3.28;5.66;"D:min";"D:(b3,5)";"D:min";"D:min"
5.66;5.78;"A:maj";"A:(3,5)";"A:maj";"A:maj"
5.78;7.36;"D:min";"D:(b3,5)";"D:min";"D:min"
7.36;9.36;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
9.36;10.36;"A#:(3,#5,7)/A";"A#:(3,#5,7)/A";"A#:maj";"A#:maj/A"
10.36;10.64;"G:min";"G:(b3,5)";"G:min";"G:min"
10.64;10.7;"G:hdim7/F";"G:(b3,b5,b7)/F";"G:min";"G:min/F"
10.7;10.78;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
10.78;11.78;"C:maj";"C:(3,5)";"C:maj";"C:maj"
11.78;13.1;"F:maj";"F:(3,5)";"F:maj";"F:maj"
13.1;14.8;"G:min";"G:(b3,5)";"G:min";"G:min"
14.8;15.58;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
15.58;18.14;"A:maj";"A:(3,5)";"A:maj";"A:maj"
18.14;20.4;"D:min";"D:(b3,5)";"D:min";"D:min"
20.4;20.62;"A:maj";"A:(3,5)";"A:maj";"A:maj"
20.62;22.08;"D:min";"D:(b3,5)";"D:min";"D:min"
22.08;23.08;"A:maj";"A:(3,5)";"A:maj";"A:maj"
23.08;25.1;"D:min";"D:(b3,5)";"D:min";"D:min"
25.1;25.64;"A:maj";"A:(3,5)";"A:maj";"A:maj"
25.64;27.14;"D:min";"D:(b3,5)";"D:min";"D:min"
27.14;28.22;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
28.22;28.7;"A#:(3,#5,7)/A";"A#:(3,#5,7)/A";"A#:maj";"A#:maj/A"
28.7;29.7;"G:min";"G:(b3,5)";"G:min";"G:min"
29.7;30.7;"G:hdim7/F";"G:(b3,b5,b7)/F";"G:min";"G:min/F"
30.7;31.66;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
31.66;33.14;"C:maj";"C:(3,5)";"C:maj";"C:maj"
33.14;34.64;"F:maj";"F:(3,5)";"F:maj";"F:maj"
34.64;35.64;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
35.64;37.5;"F:maj";"F:(3,5)";"F:maj";"F:maj"
37.5;38.16;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
38.16;40.4;"F:maj";"F:(3,5)";"F:maj";"F:maj"
40.4;40.82;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
40.82;43.08;"F:maj";"F:(3,5)";"F:maj";"F:maj"
43.08;43.38;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
43.38;45.64;"F:maj";"F:(3,5)";"F:maj";"F:maj"
45.64;45.86;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
45.86;48.18;"F:maj";"F:(3,5)";"F:maj";"F:maj"
48.18;49.58;"C#:dim7";"C#:(b3,b5,bb7)";"C#:min";"C#:min"
49.58;50.2;"D:maj";"D:(3,5)";"D:maj";"D:maj"
50.2;50.72;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
50.72;51.66;"A:maj";"A:(3,5)";"A:maj";"A:maj"
51.66;53.26;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
53.26;54.14;"A:maj";"A:(3,5)";"A:maj";"A:maj"
54.14;55.6;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
55.6;57.62;"A:maj";"A:(3,5)";"A:maj";"A:maj"
57.62;58.7;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
58.7;60.52;"A:maj";"A:(3,5)";"A:maj";"A:maj"
60.52;61.52;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
61.52;62.4;"C:maj";"C:(3,5)";"C:maj";"C:maj"
62.4;66.68;"G:(b5,b7)/C#";"G:(b5,b7)/C#";"G:maj";"G:maj"
66.68;67.8;"C:maj";"C:(3,5)";"C:maj";"C:maj"
67.8;69.36;"B:dim7";"B:(b3,b5,bb7)";"B:min";"B:min"
69.36;72.42;"C:maj";"C:(3,5)";"C:maj";"C:maj"
72.42;73.4;"F:min";"F:(b3,5)";"F:min";"F:min"
73.4;74.4;"F#:dim/C";"F#:(b3,b5)/C";"F#:min";"F#:min/C"
