start;end;shorthand;extended;majmin;majmin_inv
0.98;3.26;"F:maj";"F:(3,5)";"F:maj";"F:maj"
3.26;5.1;"D:min";"D:(b3,5)";"D:min";"D:min"
5.1;5.4;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
5.4;6.3;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
6.3;7.58;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
7.58;10.18;"F:maj";"F:(3,5)";"F:maj";"F:maj"
10.18;12.5;"F:maj";"F:(3,5)";"F:maj";"F:maj"
12.5;14.88;"D:min";"D:(b3,5)";"D:min";"D:min"
14.88;16.44;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
16.44;17.34;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
17.34;19.86;"F:maj";"F:(3,5)";"F:maj";"F:maj"
19.86;22.2;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
22.2;24.4;"F:maj";"F:(3,5)";"F:maj";"F:maj"
24.4;25.32;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
25.32;26.6;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
26.6;29.16;"F:maj";"F:(3,5)";"F:maj";"F:maj"
29.16;30.72;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
30.72;31.68;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
31.68;34.46;"F:maj";"F:(3,5)";"F:maj";"F:maj"
34.46;35.24;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
35.24;35.98;"D:hdim7";"D:(b3,b5,b7)";"D:min";"D:min"
35.98;36.42;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
36.42;36.72;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
36.72;37.62;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
37.62;38.1;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
38.1;39;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
39;39.46;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
39.46;39.76;"C:(3,b5,b7)";"C:(3,b5,b7)";"C:maj";"C:maj"
39.76;40.64;"A#:min/C#";"A#:(b3,5)/C#";"A#:min";"A#:min/C#"
40.64;41.32;"D#:min/F#";"D#:(b3,5)/F#";"D#:min";"D#:min/F#"
41.32;42.12;"F:hdim7";"F:(b3,b5,b7)";"F:min";"F:min"
42.12;42.5;"D#:min/F#";"D#:(b3,5)/F#";"D#:min";"D#:min/F#"
42.5;42.78;"F:(3,b5,b7)";"F:(3,b5,b7)";"F:min";"F:min/F#"
42.78;43.38;"D#:min/F#";"D#:(b3,5)/F#";"D#:min";"D#:min/F#"
