start;end;shorthand;extended;majmin;majmin_inv
0.2;1.2;"F:min";"F:(b3,5)";"F:min";"F:min"
1.2;2.08;"C:(*3,9)";"C:(*3,9)";"C:maj";"C:maj"
2.08;2.9;"F:min";"F:(b3,5)";"F:min";"F:min"
2.9;3.6;"C:(*3,9)";"C:(*3,9)";"C:maj";"C:maj"
3.6;4.16;"C:min7";"C:(b3,5,b7)";"C:min";"C:min"
4.16;9.54;"F:min";"F:(b3,5)";"F:min";"F:min"
9.54;11.18;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
11.18;13.56;"F:min";"F:(b3,5)";"F:min";"F:min"
13.56;14.02;"G:7/B";"G:(3,5,b7)/B";"G:maj";"G:maj/B"
14.02;17.78;"C:maj";"C:(3,5)";"C:maj";"C:maj"
17.78;19.5;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
19.5;20.4;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
20.4;2.08;"G:dim/G#";"G:(b3,b5)/G#";"G:min";"G:min/G#"
21.1;22.76;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
22.76;23.54;"F:min7";"F:(b3,5,b7)";"F:min";"F:min"
23.54;24.02;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
24.02;24.32;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
24.32;26;"C:min";"C:(b3,5)";"C:min";"C:min"
26;26.84;"D:dim/F";"D:(b3,b5)/F";"D:min";"D:min/F"
26.84;27.72;"D#:maj/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
27.72;28.52;"D:dim/F";"D:(b3,b5)/F";"D:min";"D:min/F"
28.52;29.42;"D#:maj/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
29.42;30.16;"E:dim/G";"E:(b3,b5)/G";"E:min";"E:min/G"
30.16;30.9;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
30.9;31.8;"E:dim/G";"E:(b3,b5)/G";"E:min";"E:min/G"
31.8;32.76;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
32.76;33.64;"F:(3,5,b7,b9)/A";"F:(3,5,b7,b9)/A";"F:maj";"F:maj/A"
33.64;34.52;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
34.52;35.3;"A#:(3,5,b7,b9)/D";"A#:(3,5,b7,b9)/D";"A#:maj";"A#:maj/D"
35.3;36.2;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
36.2;38.56;"A#:min/F";"A#:(b3,5)/F";"A#:min";"A#:min/F"
38.56;38.8;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
38.8;39.24;"A#:min";"A#:(b3,5)";"A#:min";"A#:min"
39.24;43.34;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
43.34;44.04;"F:min";"F:(b3,5)";"F:min";"F:min"
44.04;45.92;"C:maj";"C:(3,5)";"C:maj";"C:maj"
45.92;50.02;"F:min";"F:(b3,5)";"F:min";"F:min"
50.02;50.98;"G:7/B";"G:(3,5,b7)/B";"G:maj";"G:maj/B"
50.98;56.4;"C:maj";"C:(3,5)";"C:maj";"C:maj"
56.4;58.06;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
58.06;58.84;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
58.84;59.72;"G#:(3,5,b7,b9)";"G#:(3,5,b7,b9)";"G#:maj";"G#:maj"
59.72;60.62;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
60.62;61.48;"C#:(3,5,#6)";"C#:(3,5,#6)";"C#:maj";"C#:maj"
61.48;62.2;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
62.2;63.1;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
63.1;63.6;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
63.6;63.9;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
63.9;64.24;"F:maj";"F:(3,5)";"F:maj";"F:maj"
64.24;66.36;"F:min";"F:(b3,5)";"F:min";"F:min"
66.36;70;"A#:min/C#";"A#:(b3,5)/C#";"A#:min";"A#:min/C#"
70;72.88;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
72.88;74.46;"G:(3,b5,b7)/B";"G:(3,b5,b7)/B";"G:maj";"G:maj/B"
74.46;79.2;"C:maj";"C:(3,5)";"C:maj";"C:maj"
79.2;80.8;"C:7/A#";"C:(3,5,b7)/A#";"C:maj";"C:maj/A#"
80.8;81.7;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
81.7;82.52;"G#:(3,5,b7,b9)";"G#:(3,5,b7,b9)";"G#:maj";"G#:maj"
82.52;83.36;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
83.36;84.2;"F:(3,b5,b7,b9)/B";"F:(3,b5,b7,b9)/B";"F:maj";"F:maj/B"
84.2;85.1;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
