start;end;shorthand;extended;majmin;majmin_inv
0.12;3.02;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
3.02;3.32;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
3.32;6.72;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
6.72;7.52;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
7.52;10.86;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
10.86;11.16;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
11.16;11.82;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.82;12.46;"C:maj";"C:(3,5)";"C:maj";"C:maj"
12.46;12.76;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
12.76;13.06;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
13.06;14.06;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
14.06;15.8;"C:maj";"C:(3,5)";"C:maj";"C:maj"
15.8;18.54;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
18.54;18.84;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
18.84;19.6;"G:maj";"G:(3,5)";"G:maj";"G:maj"
19.6;20.3;"C:maj";"C:(3,5)";"C:maj";"C:maj"
20.3;20.6;"G#:dim7/B";"G#:(b3,b5,bb7)/B";"G#:min";"G#:min/B"
20.6;21.2;"A:min";"A:(b3,5)";"A:min";"A:min"
21.2;21.58;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
21.58;21.9;"F:maj";"F:(3,5)";"F:maj";"F:maj"
21.9;22.2;"D:min";"D:(b3,5)";"D:min";"D:min"
22.2;24.82;"B:7/D#";"B:(3,5,b7)/D#";"B:maj";"B:maj/D#"
24.82;28.36;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
28.36;31.56;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
31.56;33.1;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
33.1;34.64;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
34.64;37.32;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
37.32;37.82;"C:min7";"C:(b3,5,b7)";"C:min";"C:min"
37.82;39.84;"D:(3,b5,b7)/F#";"D:(3,b5,b7)/F#";"D:maj";"D:maj/F#"
39.84;40.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
40.14;40.44;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
40.44;40.68;"G:maj";"G:(3,5)";"G:maj";"G:maj"
40.68;40.94;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
40.94;41.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
41.22;41.52;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
41.52;42.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
42.2;42.5;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
42.5;42.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
42.8;43.1;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
43.1;41.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
41.22;43.52;"D:(3,b5,b7)/G#";"D:(3,b5,b7)/G#";"D:maj";"D:maj/G#"
43.52;47.16;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
47.16;48.32;"C:min";"C:(b3,5)";"C:min";"C:min"
48.32;49.48;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
49.48;50.46;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
50.46;52.54;"G:min";"G:(b3,5)";"G:min";"G:min"
52.54;56.06;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
56.06;56.66;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
56.66;60.34;"C:min";"C:(b3,5)";"C:min";"C:min"
60.34;60.94;"G:maj";"G:(3,5)";"G:maj";"G:maj"
60.94;61.8;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
61.8;62.7;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
62.7;63.9;"C:min";"C:(b3,5)";"C:min";"C:min"
63.9;65.1;"F:7";"F:(3,5,b7)";"F:maj";"F:maj"
65.1;66;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
66;68.3;"G:min";"G:(b3,5)";"G:min";"G:min"
68.3;70.98;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
70.98;71.72;"C:aug/E";"C:(3,#5)/E";"C:maj";"C:maj/E"
71.72;75.38;"F:maj";"F:(3,5)";"F:maj";"F:maj"
75.38;78.26;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
