start;end;shorthand;extended;majmin;majmin_inv
0.24;4.56;"C:min";"C:(b3,5)";"C:min";"C:min"
4.56;7.38;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
7.38;9.18;"C:min";"C:(b3,5)";"C:min";"C:min"
9.18;9.72;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
9.72;11.36;"C:min";"C:(b3,5)";"C:min";"C:min"
11.36;11.92;"F:min";"F:(b3,5)";"F:min";"F:min"
11.92;13;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
13;14.08;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
14.08;15.22;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
15.22;16.38;"G";"G:(3,5)";"G:maj";"G:maj"
16.38;18.4;"C:min";"C:(b3,5)";"C:min";"C:min"
18.4;20.54;"C:min";"C:(b3,5)";"C:min";"C:min"
20.54;22.86;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
22.86;23.98;"C:min";"C:(b3,5)";"C:min";"C:min"
23.98;24.54;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
24.54;25.1;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
25.1;27.34;"C:min";"C:(b3,5)";"C:min";"C:min"
27.34;29.42;"C:min";"C:(b3,5)";"C:min";"C:min"
29.42;31.64;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
31.64;32.64;"C:min";"C:(b3,5)";"C:min";"C:min"
32.64;33.16;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
33.16;33.7;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
33.7;34.9;"C:min";"C:(b3,5)";"C:min";"C:min"
34.9;35.44;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
35.44;36.08;"A#:7";"A#:(3,b7)";"A#:maj";"A#:maj"
36.08;37.2;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
37.2;37.74;"C:min";"C:(b3,5)";"C:min";"C:min"
37.74;38.28;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
38.28;39.92;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
39.92;40.48;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
40.48;40.96;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
40.96;41.5;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
41.5;42.6;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
42.6;43.64;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
43.64;44.16;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
44.16;44.72;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
44.72;45.8;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
45.8;46.36;"F:min";"F:(b3,5)";"F:min";"F:min"
46.36;46.84;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
46.84;48.52;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
48.52;49.06;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
49.06;49.56;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
