start;end;shorthand;extended;majmin;majmin_inv
1.08;3.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
3.5;5.48;"E:min";"E:(b3,5)";"E:min";"E:min"
5.48;5.78;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
5.78;6.68;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
6.68;7.96;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
7.96;10.3;"G:maj";"G:(3,5)";"G:maj";"G:maj"
10.3;12.46;"G:maj";"G:(3,5)";"G:maj";"G:maj"
12.46;14.54;"E:min";"E:(b3,5)";"E:min";"E:min"
14.54;15.88;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
15.88;16.82;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
16.82;18.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
18.92;21.08;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
21.08;23.18;"G:maj";"G:(3,5)";"G:maj";"G:maj"
23.18;24.08;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
24.08;25.08;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
25.08;27.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
27.2;28.28;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
28.28;29.6;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
29.6;33.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
33.36;34.16;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
34.16;34.6;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
34.6;35.04;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
35.04;35.34;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
35.34;36.06;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
36.06;36.6;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
36.6;37.36;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
37.36;37.94;"C:min";"C:(b3,5)";"C:min";"C:min"
37.94;38.24;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
38.24;38.76;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
38.76;39.66;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
39.66;40.04;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
40.04;40.4;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
40.4;40.7;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
40.7;41.08;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
41.08;41.38;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
41.38;42.28;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
42.28;42.92;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
42.92;43.34;"G:min";"G:(b3,5)";"G:min";"G:min"
43.34;43.64;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
43.64;44.5;"G:min";"G:(b3,5)";"G:min";"G:min"
44.5;46.1;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
46.1;46.7;"G:min";"G:(b3,5)";"G:min";"G:min"
46.7;47;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
47;47.76;"G:min";"G:(b3,5)";"G:min";"G:min"
47.76;49.38;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
49.38;53.5;"G:min";"G:(b3,5)";"G:min";"G:min"
53.5;57.74;"G:maj";"G:(3,5)";"G:maj";"G:maj"
57.74;59.8;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
59.8;61.82;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
61.82;62.72;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
62.72;65.08;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
65.08;65.42;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
65.42;65.76;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
65.76;67.7;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
67.7;68.64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
68.64;71.7;"G:maj";"G:(3,5)";"G:maj";"G:maj"
71.7;74.48;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
74.48;77.38;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
77.38;80.58;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
