start;end;shorthand;extended;majmin;majmin_inv
1.4;4.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
4.2;6.04;"E:min";"E:(b3,5)";"E:min";"E:min"
6.04;6.48;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
6.48;7.38;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
7.38;8.72;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
8.72;11.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
11.14;13.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
13.64;15.88;"E:min";"E:(b3,5)";"E:min";"E:min"
15.88;17.36;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
17.36;18.26;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
18.26;20.42;"G:maj";"G:(3,5)";"G:maj";"G:maj"
20.42;22.62;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
22.62;24.82;"G:maj";"G:(3,5)";"G:maj";"G:maj"
24.82;25.72;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
25.72;26.9;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
26.9;29.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
29.14;30.22;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
30.22;31.56;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
31.56;34.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
34.92;35.82;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
35.82;36.12;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
36.12;36.68;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
36.68;36.98;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
36.98;37.58;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
37.58;38.48;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
38.48;38.88;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
38.88;39.08;"C:min";"C:(b3,5)";"C:min";"C:min"
39.08;39.38;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
39.38;40.28;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
40.28;41;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
41;41.76;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
41.76;42.24;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
42.24;42.54;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
42.54;42.88;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
42.88;43.18;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
43.18;43.88;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
43.88;44.58;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
44.58;44.96;"G:min";"G:(b3,5)";"G:min";"G:min"
44.96;45.26;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
45.26;46.14;"G:min";"G:(b3,5)";"G:min";"G:min"
46.14;47.76;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
47.76;48.36;"G:min";"G:(b3,5)";"G:min";"G:min"
48.36;48.52;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
48.52;49.18;"G:min";"G:(b3,5)";"G:min";"G:min"
49.18;50.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
50.74;54.4;"G:min";"G:(b3,5)";"G:min";"G:min"
54.4;59.32;"G:maj";"G:(3,5)";"G:maj";"G:maj"
59.32;60.1;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
60.1;61.14;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
61.14;62.9;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
62.9;64.62;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
64.62;65.04;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
65.04;65.76;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
65.76;68.02;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
68.02;68.82;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
68.82;71.94;"G:maj";"G:(3,5)";"G:maj";"G:maj"
71.94;75;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
75;77.92;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
77.92;81.18;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
81.18;84.54;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
84.54;87.68;"C:min";"C:(b3,5)";"C:min";"C:min"
87.68;91.02;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
91.02;94.68;"C:min";"C:(b3,5)";"C:min";"C:min"
94.68;98.02;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
98.02;100.96;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
100.96;102.64;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
102.64;110.76;"G:min";"G:(b3,5)";"G:min";"G:min"
110.76;114.96;"G:maj";"G:(3,5)";"G:maj";"G:maj"
114.96;117.1;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
117.1;118.02;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
118.02;119.24;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
119.24;121.62;"G:maj";"G:(3,5)";"G:maj";"G:maj"
121.62;124.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
124.04;126.2;"E:min";"E:(b3,5)";"E:min";"E:min"
126.2;127.5;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
127.5;128.4;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
128.4;130.5;"G:maj";"G:(3,5)";"G:maj";"G:maj"
130.5;132.56;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
132.56;134.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
134.64;135.54;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
135.54;136.8;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
136.8;139.04;"G:maj";"G:(3,5)";"G:maj";"G:maj"
139.04;140.08;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
140.08;141.34;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
141.34;145.42;"G:maj";"G:(3,5)";"G:maj";"G:maj"
145.42;146.32;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
146.32;146.62;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
146.62;147;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
147;147.3;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
147.3;147.96;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
147.96;148.62;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
148.62;149.34;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
149.34;149.94;"C:min";"C:(b3,5)";"C:min";"C:min"
149.94;150.24;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
150.24;150.68;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
150.68;151.3;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
151.3;152.2;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
152.2;152.8;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
152.8;153.1;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
153.1;153.44;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
153.44;153.74;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
153.74;154.64;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
154.64;155.52;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
155.52;155.98;"G:min";"G:(b3,5)";"G:min";"G:min"
155.98;156.28;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
156.28;157.18;"G:min";"G:(b3,5)";"G:min";"G:min"
157.18;158.92;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
158.92;159.3;"G:min";"G:(b3,5)";"G:min";"G:min"
159.3;159.6;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
159.6;160.5;"G:min";"G:(b3,5)";"G:min";"G:min"
160.5;162.42;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
162.42;166.1;"G:min";"G:(b3,5)";"G:min";"G:min"
166.1;170.84;"G:maj";"G:(3,5)";"G:maj";"G:maj"
170.84;171.86;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
171.86;173.32;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
173.32;174.92;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
