start;end;shorthand;extended;majmin;majmin_inv
0.8;6.3;"G:min(*3)";"G:(b3,5,*3)";"G:min";"G:min"
6.3;9.62;"G:min";"G:(b3,5)";"G:min";"G:min"
9.62;12.98;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
12.98;14.36;"G:min";"G:(b3,5)";"G:min";"G:min"
14.36;17.04;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
17.04;20.1;"G:min";"G:(b3,5)";"G:min";"G:min"
20.1;21.48;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
21.48;24.52;"G:min";"G:(b3,5)";"G:min";"G:min"
24.52;26.04;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
26.04;38.6;"G:min";"G:(b3,5)";"G:min";"G:min"
38.6;41.66;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
41.66;52.06;"G:min";"G:(b3,5)";"G:min";"G:min"
52.06;55.6;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
55.6;57.68;"G:min";"G:(b3,5)";"G:min";"G:min"
57.68;58.88;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
58.88;59.7;"G:min";"G:(b3,5)";"G:min";"G:min"
59.7;62.52;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
62.52;65.7;"G:min";"G:(b3,5)";"G:min";"G:min"
65.7;67.22;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
67.22;72.16;"G:min";"G:(b3,5)";"G:min";"G:min"
72.16;72.98;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
72.98;73.58;"G:min";"G:(b3,5)";"G:min";"G:min"
73.58;77.18;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
77.18;80.8;"G:min";"G:(b3,5)";"G:min";"G:min"
80.8;82.38;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
82.38;100;"G:min";"G:(b3,5)";"G:min";"G:min"
100;100.6;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
100.6;104.3;"G:min";"G:(b3,5)";"G:min";"G:min"
104.3;105.9;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
105.9;118.54;"G:min";"G:(b3,5)";"G:min";"G:min"
118.54;121.92;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
121.92;132.42;"G:min";"G:(b3,5)";"G:min";"G:min"
132.42;135.66;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
135.66;138.92;"G:min";"G:(b3,5)";"G:min";"G:min"
138.92;139.52;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
139.52;140.5;"G:min";"G:(b3,5)";"G:min";"G:min"
140.5;143.58;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
143.58;146.98;"G:min";"G:(b3,5)";"G:min";"G:min"
146.98;147.6;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
147.6;153.12;"G:min";"G:(b3,5)";"G:min";"G:min"
153.12;155.08;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
155.08;155.54;"G:min";"G:(b3,5)";"G:min";"G:min"
155.54;159;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
159;162.62;"G:min";"G:(b3,5)";"G:min";"G:min"
162.62;164.96;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
164.96;183.46;"G:min";"G:(b3,5)";"G:min";"G:min"
183.46;184.24;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
184.24;188.34;"G:min";"G:(b3,5)";"G:min";"G:min"
188.34;189.96;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
189.96;192.58;"G:min";"G:(b3,5)";"G:min";"G:min"
192.58;193.96;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
193.96;196.66;"G:min";"G:(b3,5)";"G:min";"G:min"
196.66;198.38;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
198.38;206.12;"G:min";"G:(b3,5)";"G:min";"G:min"
206.12;209.8;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
209.8;210.6;"G:min";"G:(b3,5)";"G:min";"G:min"
210.6;213.82;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
213.82;225.54;"G:min";"G:(b3,5)";"G:min";"G:min"
225.54;232.3;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
232.3;238.36;"G:min";"G:(b3,5)";"G:min";"G:min"
