start;end;shorthand;extended;majmin;majmin_inv
0.26;1.48;"G:min";"G:(b3,5)";"G:min";"G:min"
1.48;2.38;"D:(*3,9)";"D:(*3,9)";"D:maj";"D:maj"
2.38;3.66;"G:min";"G:(b3,5)";"G:min";"G:min"
3.66;4.14;"D:(*3,9)";"D:(*3,9)";"D:maj";"D:maj"
4.14;4.82;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
4.82;11.14;"G:min";"G:(b3,5)";"G:min";"G:min"
11.14;12.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
12.74;15.1;"G:min";"G:(b3,5)";"G:min";"G:min"
15.1;15.4;"A:7/C#";"A:(3,5,b7)/C#";"A:maj";"A:maj/C#"
15.4;18.46;"D:maj";"D:(3,5)";"D:maj";"D:maj"
18.46;20.2;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
20.2;21.08;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
21.08;2.38;"A:dim/A#";"A:(b3,b5)/A#";"A:min";"A:min/A#"
21.94;23.6;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
23.6;24.48;"G:min7";"G:(b3,5,b7)";"G:min";"G:min"
24.48;25.08;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
25.08;25.36;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
25.36;27.1;"D:min";"D:(b3,5)";"D:min";"D:min"
27.1;28;"E:dim/G";"E:(b3,b5)/G";"E:min";"E:min/G"
28;28.86;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
28.86;29.76;"E:dim/G";"E:(b3,b5)/G";"E:min";"E:min/G"
29.76;30.76;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
30.76;31.42;"F#:dim/A";"F#:(b3,b5)/A";"F#:min";"F#:min/A"
31.42;32.32;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
32.32;33.3;"F#:dim/A";"F#:(b3,b5)/A";"F#:min";"F#:min/A"
33.3;34.26;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
34.26;34.98;"G:(3,5,b7,b9)/B";"G:(3,5,b7,b9)/B";"G:maj";"G:maj/B"
34.98;35.88;"C:min";"C:(b3,5)";"C:min";"C:min"
35.88;36.76;"C:(3,5,b7,b9)/E";"C:(3,5,b7,b9)/E";"C:maj";"C:maj/E"
36.76;37.78;"F:min";"F:(b3,5)";"F:min";"F:min"
37.78;40.14;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
40.14;40.44;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
40.44;40.88;"C:min";"C:(b3,5)";"C:min";"C:min"
