start;end;shorthand;extended;majmin;majmin_inv
0.32;1.76;"C:min";"C:(b3,5)";"C:min";"C:min"
1.76;3.08;"C:min7/A#";"C:(b3,5,b7)/A#";"C:min";"C:min/A#"
3.08;4.34;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
4.34;5.68;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
5.68;6.96;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
6.96;7.96;"G:maj";"G:(3,5)";"G:maj";"G:maj"
7.96;9.66;"C:min";"C:(b3,5)";"C:min";"C:min"
9.66;10.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
10.66;13.12;"C:min";"C:(b3,5)";"C:min";"C:min"
13.12;15.86;"G:maj";"G:(3,5)";"G:maj";"G:maj"
15.86;18.5;"C:min";"C:(b3,5)";"C:min";"C:min"
18.5;21.56;"G:maj";"G:(3,5)";"G:maj";"G:maj"
21.56;27.26;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
27.26;29.08;"E:min7";"E:(b3,5,b7)";"E:min";"E:min"
29.08;30.08;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
30.08;32.66;"B:min";"B:(b3,5)";"B:min";"B:min"
32.66;33.96;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
33.96;34.46;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
34.46;35.46;"G:maj";"G:(3,5)";"G:maj";"G:maj"
35.46;38.24;"C:min";"C:(b3,5)";"C:min";"C:min"
38.24;40.8;"G:maj";"G:(3,5)";"G:maj";"G:maj"
40.8;43.56;"C:min";"C:(b3,5)";"C:min";"C:min"
43.56;46.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
46.92;53.02;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
53.02;54.68;"E:min7";"E:(b3,5,b7)";"E:min";"E:min"
54.68;56.24;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
56.24;59.04;"B:min";"B:(b3,5)";"B:min";"B:min"
59.04;60.88;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
60.88;61.42;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
61.42;61.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
61.92;63.28;"C:maj";"C:(3,5)";"C:maj";"C:maj"
63.28;64.76;"D:9/F#";"D:(3,5,b7,9)/F#";"D:maj";"D:maj/F#"
64.76;66.06;"G:maj";"G:(3,5)";"G:maj";"G:maj"
66.06;67.16;"A:7/E";"A:(3,5,b7)/E";"A:maj";"A:maj/E"
67.16;68.8;"D:min";"D:(b3,5)";"D:min";"D:min"
68.8;69.86;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
69.86;71.5;"C:maj";"C:(3,5)";"C:maj";"C:maj"
71.5;72.52;"F:maj";"F:(3,5)";"F:maj";"F:maj"
72.52;73.8;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
73.8;74.34;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
74.34;74.98;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
74.98;76.24;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
76.24;76.92;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
76.92;77.92;"F:maj";"F:(3,5)";"F:maj";"F:maj"
77.92;78.92;"D:min7/F";"D:(b3,5,b7)/F";"D:min";"D:min/F"
78.92;80.6;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
80.6;83.52;"G:maj";"G:(3,5)";"G:maj";"G:maj"
83.52;85.3;"C:maj";"C:(3,5)";"C:maj";"C:maj"
85.3;86.04;"D:9/F#";"D:(3,5,b7,9)/F#";"D:maj";"D:maj/F#"
86.04;88.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
88.22;88.76;"A:7/E";"A:(3,5,b7)/E";"A:maj";"A:maj/E"
88.76;90.44;"D:min";"D:(b3,5)";"D:min";"D:min"
90.44;91.44;"G:(3,5,b7,b9)";"G:(3,5,b7,b9)";"G:maj";"G:maj"
91.44;93.22;"C:maj";"C:(3,5)";"C:maj";"C:maj"
93.22;94.1;"F:maj";"F:(3,5)";"F:maj";"F:maj"
94.1;95.68;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
95.68;96.18;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
96.18;96.7;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
96.7;97.76;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
97.76;98.48;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
98.48;99.48;"F:maj";"F:(3,5)";"F:maj";"F:maj"
99.48;100.86;"D:min7/F";"D:(b3,5,b7)/F";"D:min";"D:min/F"
100.86;102.04;"D:(3,5,b7,b9)/F#";"D:(3,5,b7,b9)/F#";"D:maj";"D:maj/F#"
102.04;103.54;"G:maj";"G:(3,5)";"G:maj";"G:maj"
103.54;104.54;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
104.54;106.6;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
106.6;107.6;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
107.6;109.7;"G:maj";"G:(3,5)";"G:maj";"G:maj"
109.7;112.32;"C:min";"C:(b3,5)";"C:min";"C:min"
112.32;115.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
115.22;118.02;"C:min";"C:(b3,5)";"C:min";"C:min"
118.02;120.84;"G:maj";"G:(3,5)";"G:maj";"G:maj"
120.84;124.06;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
124.06;126.66;"E:min7";"E:(b3,5,b7)";"E:min";"E:min"
126.66;127.66;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
127.66;128.66;"B:min";"B:(b3,5)";"B:min";"B:min"
128.66;130.52;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
130.52;132.86;"E:min";"E:(b3,5)";"E:min";"E:min"
132.86;135.08;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
135.08;137.54;"E:min";"E:(b3,5)";"E:min";"E:min"
137.54;139.76;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
139.76;140.82;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
140.82;141.94;"G:(3,5,b7,b9)/F";"G:(3,5,b7,b9)/F";"G:maj";"G:maj/F"
141.94;143.08;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
143.08;143.58;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
143.58;144.82;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
144.82;147.28;"C:min";"C:(b3,5)";"C:min";"C:min"
147.28;149.76;"G:maj";"G:(3,5)";"G:maj";"G:maj"
149.76;150.06;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
150.06;152.76;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
152.76;155.86;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
155.86;158.94;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
158.94;160.86;"G:min7";"G:(b3,5,b7)";"G:min";"G:min"
160.86;162.12;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
162.12;164.9;"D:min";"D:(b3,5)";"D:min";"D:min"
