start;end;shorthand;extended;majmin;majmin_inv
0.58;3.44;"D:maj";"D:(3,5)";"D:maj";"D:maj"
3.44;6.86;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
6.86;9.4;"D:maj";"D:(3,5)";"D:maj";"D:maj"
9.4;11.1;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
11.1;11.96;"F#:(3,5,b7,b9)/A#";"F#:(3,5,b7,b9)/A#";"F#:maj";"F#:maj/A#"
11.96;14.16;"B:min";"B:(b3,5)";"B:min";"B:min"
14.16;14.5;"B:(3,5,b7,b9)/A";"B:(3,5,b7,b9)/A";"B:maj";"B:maj/A"
14.5;16.3;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
16.3;17.56;"E:min7";"E:(b3,5,b7)";"E:min";"E:min"
17.56;26.08;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
26.08;32.88;"D:maj";"D:(3,5)";"D:maj";"D:maj"
32.88;36.4;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
36.4;37.76;"D:maj";"D:(3,5)";"D:maj";"D:maj"
37.76;40.12;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
40.12;47.24;"D:maj";"D:(3,5)";"D:maj";"D:maj"
47.24;50.92;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
50.92;54.82;"D:maj";"D:(3,5)";"D:maj";"D:maj"
54.82;57.26;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
57.26;58.08;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
58.08;61.8;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
61.8;64.66;"G:maj";"G:(3,5)";"G:maj";"G:maj"
64.66;65.66;"D:maj";"D:(3,5)";"D:maj";"D:maj"
65.66;69.44;"A:maj";"A:(3,5)";"A:maj";"A:maj"
69.44;72.18;"E:7/G#";"E:(3,5,b7)/G#";"E:maj";"E:maj/G#"
72.18;73.06;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
73.06;79.62;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
79.62;81.9;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
81.9;87.66;"D:maj";"D:(3,5)";"D:maj";"D:maj"
87.66;90.56;"D:min";"D:(b3,5)";"D:min";"D:min"
90.56;94.08;"A:maj";"A:(3,5)";"A:maj";"A:maj"
94.08;96.72;"D:min";"D:(b3,5)";"D:min";"D:min"
96.72;100.74;"A:maj";"A:(3,5)";"A:maj";"A:maj"
100.74;106.92;"D:min";"D:(b3,5)";"D:min";"D:min"
106.92;110.5;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
110.5;121.4;"D:min";"D:(b3,5)";"D:min";"D:min"
121.4;125.02;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
125.02;128.84;"D:min";"D:(b3,5)";"D:min";"D:min"
128.84;132.2;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
132.2;136.12;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
136.12;137.32;"G:maj/A";"G:(3,5)/A";"G:maj";"G:maj/A"
137.32;139.22;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
139.22;143.16;"A:maj";"A:(3,5)";"A:maj";"A:maj"
143.16;146.62;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
146.62;152.4;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
152.4;154.98;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
154.98;160.02;"D:maj";"D:(3,5)";"D:maj";"D:maj"
160.02;160.36;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
160.36;160.68;"A:(3,5,b9)/A#";"A:(3,5,b9)/A#";"A:maj";"A:maj/A#"
160.68;161.02;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
161.02;161.36;"E:(3,b5,b9)/A#";"E:(3,b5,b9)/A#";"E:maj";"E:maj/A#"
161.36;161.9;"A:maj/A#";"A:(3,5)/A#";"A:maj";"A:maj/A#"
161.9;162.44;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
162.44;164.52;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
164.52;164.86;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
164.86;165.18;"A:(3,5,b9)/A#";"A:(3,5,b9)/A#";"A:maj";"A:maj/A#"
165.18;165.52;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
165.52;165.86;"E:(3,b5,b9)/A#";"E:(3,b5,b9)/A#";"E:maj";"E:maj/A#"
165.86;166.3;"A:maj/A#";"A:(3,5)/A#";"A:maj";"A:maj/A#"
166.3;166.64;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
166.64;167.14;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
167.14;167.5;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
167.5;170.84;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
170.84;171.18;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
171.18;171.5;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
171.5;171.84;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
171.84;172.18;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
172.18;172.5;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
172.5;172.92;"D#:min";"D#:(b3,5)";"D#:min";"D#:min"
172.92;173.36;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
173.36;173.74;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
173.74;174.08;"E:dim/A#";"E:(b3,b5)/A#";"E:min";"E:min/A#"
174.08;174.42;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
174.42;174.78;"E:dim/A#";"E:(b3,b5)/A#";"E:min";"E:min/A#"
174.78;175.12;"D#:min/A#";"D#:(b3,5)/A#";"D#:min";"D#:min/A#"
175.12;175.46;"E:dim/A#";"E:(b3,b5)/A#";"E:min";"E:min/A#"
175.46;175.82;"E:(b5,b7)/A#";"E:(b5,b7)/A#";"E:maj";"E:maj/A#"
175.82;176.16;"E:dim/A#";"E:(b3,b5)/A#";"E:min";"E:min/A#"
176.16;176.58;"E:(b5,b7)/A#";"E:(b5,b7)/A#";"E:maj";"E:maj/A#"
176.58;176.9;"E:dim/A#";"E:(b3,b5)/A#";"E:min";"E:min/A#"
176.9;177.3;"E:(b5,b7)/A#";"E:(b5,b7)/A#";"E:maj";"E:maj/A#"
177.3;178.46;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
178.46;182.6;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
182.6;182.94;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
182.94;184.32;"E:min/A";"E:(b3,5)/A";"E:min";"E:min/A"
184.32;197.84;"A:(3,5,b9)/A";"A:(3,5,b9)/A";"A:maj";"A:maj/A"
197.84;205.06;"D:maj";"D:(3,5)";"D:maj";"D:maj"
205.06;209.12;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
209.12;220.6;"D:maj";"D:(3,5)";"D:maj";"D:maj"
220.6;224.98;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
224.98;229.44;"D:maj";"D:(3,5)";"D:maj";"D:maj"
229.44;233.2;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
233.2;237.24;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
237.24;237.9;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
237.9;240.34;"G:maj";"G:(3,5)";"G:maj";"G:maj"
240.34;241.34;"D:maj";"D:(3,5)";"D:maj";"D:maj"
241.34;245.42;"A:maj";"A:(3,5)";"A:maj";"A:maj"
245.42;249.32;"A:7/G";"A:(3,5,b7)/G";"A:maj";"A:maj/G"
249.32;253.28;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
253.28;255.44;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
255.44;257.94;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
257.94;263.44;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
263.44;265.9;"D:maj";"D:(3,5)";"D:maj";"D:maj"
265.9;269.44;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
