start;end;shorthand;extended;majmin;majmin_inv
0.3;2.72;"G:min";"G:(b3,5)";"G:min";"G:min"
2.72;3.36;"D#:maj7";"D#:(3,5,7)";"D#:maj";"D#:maj"
3.36;3.62;"C#:dim7";"C#:(b3,b5,bb7)";"C#:min";"C#:min"
3.62;3.96;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
3.96;5.2;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
5.2;6.36;"C:min";"C:(b3,5)";"C:min";"C:min"
6.36;7.08;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
7.08;7.78;"G#:maj";"G#:(3,5)";"G#:maj";"G#:maj"
7.78;8.5;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
8.5;9.18;"D:maj";"D:(3,5)";"D:maj";"D:maj"
9.18;10.42;"G:min";"G:(b3,5)";"G:min";"G:min"
10.42;11.62;"A:hdim7/C";"A:(b3,b5,b7)/C";"A:min";"A:min/C"
11.62;12.9;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
12.9;14.22;"G:min";"G:(b3,5)";"G:min";"G:min"
14.22;15.6;"G:min";"G:(b3,5)";"G:min";"G:min"
15.6;16.92;"A:hdim7/C";"A:(b3,b5,b7)/C";"A:min";"A:min/C"
16.92;18.2;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
18.2;19.48;"G:min";"G:(b3,5)";"G:min";"G:min"
19.48;20.72;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
20.72;22.04;"G:min";"G:(b3,5)";"G:min";"G:min"
22.04;23.32;"F#:dim7";"F#:(b3,b5,bb7)";"F#:min";"F#:min"
23.32;24.62;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
24.62;24.94;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
24.94;25.92;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
25.92;26.62;"D#:maj/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
26.62;27.36;"A#:maj/F";"A#:(3,5)/F";"A#:maj";"A#:maj/F"
