start;end;shorthand;extended;majmin;majmin_inv
0.36;3.02;"C:min";"C:(b3,5)";"C:min";"C:min"
3.02;5.22;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
5.22;7.88;"C:min";"C:(b3,5)";"C:min";"C:min"
7.88;10.12;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
10.12;12.7;"C:min";"C:(b3,5)";"C:min";"C:min"
12.7;14.42;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
14.42;17.82;"C:min";"C:(b3,5)";"C:min";"C:min"
17.82;27.18;"C:min";"C:(b3,5)";"C:min";"C:min"
27.18;31.8;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
31.8;35.88;"C:min";"C:(b3,5)";"C:min";"C:min"
35.88;45.54;"C:min";"C:(b3,5)";"C:min";"C:min"
45.54;49.34;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
49.34;50.34;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
50.34;54.74;"C:(3,5,b7,b9)/E";"C:(3,5,b7,b9)/E";"C:maj";"C:maj/E"
54.74;57.96;"F:min";"F:(b3,5)";"F:min";"F:min"
57.96;58.96;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
58.96;60.22;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
60.22;67.08;"C:min";"C:(b3,5)";"C:min";"C:min"
67.08;69.36;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
69.36;72.4;"C:min";"C:(b3,5)";"C:min";"C:min"
72.4;74.4;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
74.4;75.78;"C:min";"C:(b3,5)";"C:min";"C:min"
75.78;77.66;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
77.66;79.16;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
79.16;82.44;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
82.44;87.08;"G:(3,5,b7,b9)/B";"G:(3,5,b7,b9)/B";"G:maj";"G:maj/B"
87.08;91.96;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
91.96;96.96;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
96.96;100.94;"A#:maj";"A#:(3,5)";"A#:maj";"A#:maj"
100.94;105.24;"G:(3,5,b7,b9)/B";"G:(3,5,b7,b9)/B";"G:maj";"G:maj/B"
105.24;110.32;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
110.32;112.38;"D#:maj/A#";"D#:(3,5)/A#";"D#:maj";"D#:maj/A#"
112.38;115.7;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
115.7;120.1;"D#:maj";"D#:(3,5)";"D#:maj";"D#:maj"
120.1;123.46;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
123.46;124.8;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
124.8;132.12;"C:min";"C:(b3,5)";"C:min";"C:min"
132.12;134.4;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
134.4;137.54;"C:min";"C:(b3,5)";"C:min";"C:min"
137.54;139.54;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
139.54;142.78;"C:min";"C:(b3,5)";"C:min";"C:min"
142.78;144.18;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
144.18;147.72;"C:min";"C:(b3,5)";"C:min";"C:min"
147.72;156.68;"C:min";"C:(b3,5)";"C:min";"C:min"
