start;end;shorthand;extended;majmin;majmin_inv
0.68;1.16;"B:min";"B:(b3,5)";"B:min";"B:min"
1.16;1.66;"F#:7/C#";"F#:(3,5,b7)/C#";"F#:maj";"F#:maj/C#"
1.66;2.26;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
2.26;3.74;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
3.74;4.56;"E:min";"E:(b3,5)";"E:min";"E:min"
4.56;5.8;"C#:hdim7";"C#:(b3,b5,b7)";"C#:min";"C#:min"
5.8;6.8;"B:min";"B:(b3,5)";"B:min";"B:min"
6.8;8.38;"C:maj";"C:(3,5)";"C:maj";"C:maj"
8.38;8.94;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
8.94;9.94;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
9.94;10.7;"G:maj";"G:(3,5)";"G:maj";"G:maj"
10.7;12.12;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
12.12;12.62;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
12.62;13.08;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
13.08;16.26;"B:min";"B:(b3,5)";"B:min";"B:min"
16.26;17.44;"B:min";"B:(b3,5)";"B:min";"B:min"
17.44;18.06;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
18.06;19.34;"B:min";"B:(b3,5)";"B:min";"B:min"
19.34;20.7;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
20.7;21.5;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
21.5;22.5;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
22.5;24.48;"C#:hdim7/E";"C#:(b3,b5,b7)/E";"C#:min";"C#:min/E"
24.48;25.48;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
25.48;28.62;"B:min";"B:(b3,5)";"B:min";"B:min"
28.62;29.98;"B:min";"B:(b3,5)";"B:min";"B:min"
29.98;30.48;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
30.48;31.58;"B:min";"B:(b3,5)";"B:min";"B:min"
31.58;33.14;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
33.14;33.78;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
33.78;34.78;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
34.78;42.58;"C#:hdim7/E";"C#:(b3,b5,b7)/E";"C#:min";"C#:min/E"
42.58;43.36;"A:(3,5,b7,b9)/G";"A:(3,5,b7,b9)/G";"A:maj";"A:maj/G"
43.36;43.86;"D:maj/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
43.86;44.12;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
44.12;44.28;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
44.28;45.92;"D:maj/A";"D:(3,5)/A";"D:maj";"D:maj/A"
45.92;46.44;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
46.44;47.08;"D:maj";"D:(3,5)";"D:maj";"D:maj"
47.08;47.58;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
47.58;48.08;"D:maj";"D:(3,5)";"D:maj";"D:maj"
48.08;48.58;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
48.58;50.16;"D:maj";"D:(3,5)";"D:maj";"D:maj"
50.16;50.66;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
50.66;51.36;"D:maj";"D:(3,5)";"D:maj";"D:maj"
51.36;51.86;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
51.86;53.3;"D:maj";"D:(3,5)";"D:maj";"D:maj"
53.3;53.8;"A:aug/C#";"A:(3,#5)/C#";"A:maj";"A:maj/C#"
53.8;54.3;"D:maj";"D:(3,5)";"D:maj";"D:maj"
54.3;54.8;"F#:(3,5,b7,b9)/E";"F#:(3,5,b7,b9)/E";"F#:maj";"F#:maj/E"
54.8;55.3;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
55.3;56.82;"F#:(3,5,b7,b9)/E";"F#:(3,5,b7,b9)/E";"F#:maj";"F#:maj/E"
56.82;59.2;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
59.2;59.7;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
59.7;60.2;"E:maj";"E:(3,5)";"E:maj";"E:maj"
60.2;60.7;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
60.7;61.92;"E:maj";"E:(3,5)";"E:maj";"E:maj"
61.92;62.42;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
62.42;62.92;"E:maj";"E:(3,5)";"E:maj";"E:maj"
62.92;63.42;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
63.42;64.92;"E:maj";"E:(3,5)";"E:maj";"E:maj"
64.92;65.42;"B:aug/D#";"B:(3,#5)/D#";"B:maj";"B:maj/D#"
65.42;65.92;"E:maj";"E:(3,5)";"E:maj";"E:maj"
65.92;66.42;"C:dim7/F#";"C:(b3,b5,bb7)/F#";"C:min";"C:min/F#"
66.42;66.96;"C#:maj/F";"C#:(3,5)/F";"C#:maj";"C#:maj/F"
66.96;68.36;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
68.36;70.3;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
70.3;70.8;"C#:min";"C#:(b3,5)";"C#:min";"C#:min"
70.8;71.3;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
71.3;72.84;"G:maj";"G:(3,5)";"G:maj";"G:maj"
72.84;73.34;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
73.34;74.02;"C#:hdim7/E";"C#:(b3,b5,b7)/E";"C#:min";"C#:min/E"
74.02;74.52;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
74.52;75.96;"B:min";"B:(b3,5)";"B:min";"B:min"
75.96;76.46;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
76.46;77.5;"B:min";"B:(b3,5)";"B:min";"B:min"
77.5;79;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
79;79.56;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
79.56;80.56;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
80.56;82.5;"C#:hdim7/E";"C#:(b3,b5,b7)/E";"C#:min";"C#:min/E"
82.5;83.5;"F#:(3,5,b7,b9)";"F#:(3,5,b7,b9)";"F#:maj";"F#:maj"
83.5;85.94;"B:min";"B:(b3,5)";"B:min";"B:min"
85.94;86.48;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
86.48;87.92;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
87.92;88.42;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
88.42;88.96;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
88.96;89.46;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
89.46;89.96;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
89.96;91;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
91;91.72;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
91.72;92.22;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
92.22;93.38;"E:min";"E:(b3,5)";"E:min";"E:min"
93.38;93.88;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
93.88;95.04;"C#:hdim7/G";"C#:(b3,b5,b7)/G";"C#:min";"C#:min/G"
95.04;96.72;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
96.72;97.72;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
97.72;100.96;"B:7/A";"B:(3,5,b7)/A";"B:maj";"B:maj/A"
100.96;102.26;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
102.26;102.76;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
102.76;103.26;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
103.26;103.76;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
103.76;104.3;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
104.3;105.2;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
105.2;105.98;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
105.98;106.48;"B:maj/F#";"B:(3,5)/F#";"B:maj";"B:maj/F#"
106.48;107.98;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
107.98;108.66;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
108.66;109.66;"F:dim7";"F:(b3,b5,bb7)";"F:min";"F:min"
109.66;111.82;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
111.82;112.82;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
112.82;114.4;"B:min";"B:(b3,5)";"B:min";"B:min"
114.4;114.9;"F#:7/C#";"F#:(3,5,b7)/C#";"F#:maj";"F#:maj/C#"
114.9;115.4;"B:min/D";"B:(b3,5)/D";"B:min";"B:min/D"
115.4;115.9;"B:maj/D#";"B:(3,5)/D#";"B:maj";"B:maj/D#"
115.9;117.46;"E:min";"E:(b3,5)";"E:min";"E:min"
117.46;118.06;"C#:hdim7";"C#:(b3,b5,b7)";"C#:min";"C#:min"
118.06;119.06;"B:min";"B:(b3,5)";"B:min";"B:min"
119.06;120.62;"C:maj";"C:(3,5)";"C:maj";"C:maj"
120.62;121.12;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
121.12;122.08;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
122.08;122.58;"G:maj";"G:(3,5)";"G:maj";"G:maj"
122.58;124.36;"E:min";"E:(b3,5)";"E:min";"E:min"
124.36;124.86;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
124.86;125.36;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
125.36;138.54;"B:min";"B:(b3,5)";"B:min";"B:min"
