start;end;shorthand;extended;majmin;majmin_inv
2.38;5.3;"G:maj";"G:(3,5)";"G:maj";"G:maj"
5.3;7.46;"E:min";"E:(b3,5)";"E:min";"E:min"
7.46;8.08;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
8.08;8.98;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
8.98;10.46;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
10.46;14.1;"G:maj";"G:(3,5)";"G:maj";"G:maj"
14.1;16.64;"G:maj";"G:(3,5)";"G:maj";"G:maj"
16.64;19.06;"E:min";"E:(b3,5)";"E:min";"E:min"
19.06;20.48;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
20.48;21.58;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
21.58;24.22;"G:maj";"G:(3,5)";"G:maj";"G:maj"
24.22;26.72;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
26.72;29.34;"G:maj";"G:(3,5)";"G:maj";"G:maj"
29.34;30.42;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
30.42;31.7;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
31.7;34.36;"G:maj";"G:(3,5)";"G:maj";"G:maj"
34.36;35.52;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
35.52;36.84;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
36.84;40.26;"G:maj";"G:(3,5)";"G:maj";"G:maj"
40.26;41.08;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
41.08;41.32;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
41.32;41.72;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
41.72;42.02;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
42.02;42.58;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
42.58;42.94;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
42.94;43.78;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
43.78;44.38;"C:min";"C:(b3,5)";"C:min";"C:min"
44.38;44.66;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
44.66;45;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
45;45.88;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
45.88;46.2;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
46.2;46.6;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
46.6;46.9;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
46.9;47.3;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
47.3;47.58;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
47.58;48.48;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
48.48;49.44;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
49.44;50.04;"G:min";"G:(b3,5)";"G:min";"G:min"
50.04;50.24;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
50.24;51.04;"G:min";"G:(b3,5)";"G:min";"G:min"
51.04;52.48;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
52.48;52.88;"G:min";"G:(b3,5)";"G:min";"G:min"
52.88;53.18;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
53.18;53.88;"G:min";"G:(b3,5)";"G:min";"G:min"
