start;end;shorthand;extended;majmin;majmin_inv
0.98;7.48;"G:min(*3)";"G:(b3,5,*3)";"G:min";"G:min"
7.48;10.36;"G:min";"G:(b3,5)";"G:min";"G:min"
10.36;12.9;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
12.9;13.84;"G:min";"G:(b3,5)";"G:min";"G:min"
13.84;15.78;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
15.78;18.32;"G:min";"G:(b3,5)";"G:min";"G:min"
18.32;19.54;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
19.54;21.28;"G:min";"G:(b3,5)";"G:min";"G:min"
21.28;22.3;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
22.3;32.6;"G:min";"G:(b3,5)";"G:min";"G:min"
32.6;34.96;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
34.96;43.68;"G:min";"G:(b3,5)";"G:min";"G:min"
43.68;46.06;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
46.06;47.04;"G:min";"G:(b3,5)";"G:min";"G:min"
47.04;48.74;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
48.74;49.44;"G:min";"G:(b3,5)";"G:min";"G:min"
49.44;51.68;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
51.68;54.24;"G:min";"G:(b3,5)";"G:min";"G:min"
54.24;55.48;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
55.48;59.34;"G:min";"G:(b3,5)";"G:min";"G:min"
59.34;60;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
60;60.54;"G:min";"G:(b3,5)";"G:min";"G:min"
60.54;63;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
63;65.8;"G:min";"G:(b3,5)";"G:min";"G:min"
65.8;67.12;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
67.12;81.44;"G:min";"G:(b3,5)";"G:min";"G:min"
81.44;82.62;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
82.62;84.54;"G:min";"G:(b3,5)";"G:min";"G:min"
84.54;85.58;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
85.58;96.44;"G:min";"G:(b3,5)";"G:min";"G:min"
96.44;98.9;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
98.9;107.84;"G:min";"G:(b3,5)";"G:min";"G:min"
107.84;110.24;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
110.24;112.76;"G:min";"G:(b3,5)";"G:min";"G:min"
112.76;113.36;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
113.36;114.1;"G:min";"G:(b3,5)";"G:min";"G:min"
114.1;116.48;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
116.48;119.18;"G:min";"G:(b3,5)";"G:min";"G:min"
119.18;120.44;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
120.44;124.54;"G:min";"G:(b3,5)";"G:min";"G:min"
124.54;125.14;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
125.14;125.78;"G:min";"G:(b3,5)";"G:min";"G:min"
125.78;128.46;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
128.46;131.32;"G:min";"G:(b3,5)";"G:min";"G:min"
131.32;131.96;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
131.96;146.92;"G:min";"G:(b3,5)";"G:min";"G:min"
146.92;148.06;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
148.06;149.88;"G:min";"G:(b3,5)";"G:min";"G:min"
149.88;150.96;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
150.96;152.92;"G:min";"G:(b3,5)";"G:min";"G:min"
152.92;154.08;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
154.08;156.28;"G:min";"G:(b3,5)";"G:min";"G:min"
156.28;157.66;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
157.66;162.76;"G:min";"G:(b3,5)";"G:min";"G:min"
162.76;165.36;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
165.36;165.96;"G:min";"G:(b3,5)";"G:min";"G:min"
165.96;168.44;"D:7/G";"D:(3,5,b7)/G";"D:maj";"D:maj/G"
168.44;176.52;"G:min";"G:(b3,5)";"G:min";"G:min"
176.52;180.92;"D:maj/G";"D:(3,5)/G";"D:maj";"D:maj/G"
180.92;184.82;"G:min";"G:(b3,5)";"G:min";"G:min"
